business_id,name,address,city,state,latitude,longtitude,stars,review_count,is_open,categories
JxVGJ9Nly2FFIs_WpJvkug,Sauce,"14418 N Scottsdale Rd
Suite 181
Scottsdale, AZ 85254",Scottsdale,AZ,33.6174589,-111.926272,4.0,55,True,Pizza; Restaurants
9iLiMm3Z9nepRDu1AhgEoQ,Windmill Inns & Suites,"3535 W Chandler Blvd
Chandler, AZ 85226",Chandler,AZ,33.3054266,-111.9032256,4.5,7,True,Hotels & Travel; Event Planning & Services; Hotels
G2Re2E5Jkv_UF1xrenSsDg,Macy's,"4500 E Cactus Rd
Phoenix, AZ 85032",Phoenix,AZ,33.5993236,-111.9820907,4.0,11,True,Department Stores; Fashion; Shopping
8lTdJA9GK59-NzJwleSJBQ,Clearly Professional Window Cleaning,"7501 S McAllister Ave
Tempe, AZ 85283",Tempe,AZ,33.3503,-111.931256,5.0,12,True,Window Washing; Home Services
Jj7bcQ6NDfKoz4TXwvYfMg,Fuddruckers,"8941 N Black Canyon Hwy
Phoenix, AZ 85021",Phoenix,AZ,33.566989,-112.116243,4.0,23,True,Burgers; Restaurants
OMXAkiWyKz0AM6PwwuP38Q,Sur La Table,"7131 W Ray Rd
Suite 14
Chandler, AZ 85226",Chandler,AZ,33.317906,-111.964138,4.0,15,True,Kitchen & Bath; Shopping; Home & Garden
K0v87iFgB3sXSzw6e-BJ5w,AZ Wine Company,"100 Easy St
Carefree, AZ 85377",Carefree,AZ,33.8242305,-111.9229042,4.5,8,True,"Food; Beer, Wine & Spirits"
jcQgDviuCuJLJWjYoTy9MA,Rocket Rooter Plumbing and Drain Service,"Mesa, AZ 85215",Mesa,AZ,33.519545,-111.5468301,5.0,4,True,Plumbing; Home Services
QL3vFMAsEHqfi1KGH-4igg,Red Bar,"Mondrian Hotel Scottsdale
7353 E Indian School Rd
Scottsdale, AZ 85251",Scottsdale,AZ,33.49447,-111.924226,3.0,11,False,Bars; Nightlife; Lounges
yOYFhiTjT-SM4spKtDk92w,China Chan Restaurant,"10227 N Metro Pkwy E
Phoenix, AZ 85051",Phoenix,AZ,33.5803589,-112.120516,3.5,42,False,Buffets; Dim Sum; Chinese; Restaurants
4IAzFJ159GEaIGX1-y6Bmw,McDonald's,"9251 E Shea Blvd
Scottsdale, AZ 85258",Scottsdale,AZ,33.581867,-111.881625,2.5,3,True,Burgers; Fast Food; Restaurants
s02x9kPbZii-uw1x0Oyy6w,Target Stores,"32351 N Scottsdale Rd
Scottsdale, AZ 85262",Scottsdale,AZ,33.7801176,-111.9257696,3.5,5,True,Department Stores; Fashion; Shopping; Drugstores
e9JhcYEgNbRL8i8CTdQO2w,Kierland Commons,"15205 N Kierland Blvd
Ste 150
Scottsdale, AZ 85254",Scottsdale,AZ,33.624638,-111.930343,4.5,54,True,Shopping Centers; Shopping
MLAnvEcvDfOWELHUN_0xEw,Nimbus American Bistro N' Brewery,"7001 N Scottsdale Rd
Ste 147
Scottsdale, AZ 85253",Scottsdale,AZ,33.5388471,-111.9641728,3.0,85,False,Food; Breweries; American (New); Restaurants
BtKwRZRMyTIi9BRFk-75sQ,Foothills Park,"W Union Hills Dr
Glendale, AZ 85308",Glendale,AZ,33.6570846738415,-112.179572582245,4.0,15,True,Active Life; Dog Parks; Amateur Sports Teams; Parks
MwIM3O0p8V_y2ttXz0_xGw,Little Tykes Pediatric Dentistry,"3592 S Atherton Blvd
Ste 107
Gilbert, AZ 85297",Gilbert,AZ,33.285218,-111.71703,3.5,5,True,Pediatric Dentists; Health & Medical; Dentists
JHp5mJvYe6UtM_QsklR-iw,Peter Piper Pizza,"7607 E McDowell Road
Suite 101
Scottsdale, AZ 85257",Scottsdale,AZ,33.4661264,-111.9175425,3.0,9,True,Pizza; Restaurants
O0ayL4r9AbonKwdgelBL3A,Plaza de Anaya,"524 W Broadway Rd
Ste 107
Tempe, AZ 85282",Tempe,AZ,33.4076118,-111.9470154,5.0,5,True,Active Life; Performing Arts; Arts & Entertainment; Dance Studios; Fitness & Instruction
sygb2W4NRadVXiWhW8bnFQ,Sofia's Mexican Food,"616 E Pima Street
Gila Bend, AZ 85337",Gila Bend,AZ,32.9482948,-112.7113217,3.5,10,True,Mexican; Restaurants
ECuS72VSRKpRRFToQiNQxA,Nostalgic Alley,"4532 N 7th St
#B
Phoenix, AZ 85014",Phoenix,AZ,33.503223,-112.065449,5.0,4,False,"Thrift Stores; Used, Vintage & Consignment; Fashion; Shopping"
JvJjaTJCyUGu5SDpoJWvZg,Meatballz,"1930 W Pinnacle Peak Rd
Ste 119
Phoenix, AZ 85027",Phoenix,AZ,33.6988429,-112.101312,3.0,9,False,Caterers; Restaurants; Event Planning & Services; Italian
u9b49Z4JmvbP6KTe26lyoA,Cool Cuts 4 Kids,"4515 E Cactus Rd
Phoenix, AZ 85032",Phoenix,AZ,33.5991424,-111.9820732,4.0,5,True,Hair Salons; Beauty & Spas
507GX11jtCsVYlzaur05_w,Panda Garden,"4730 E Warner Rd
Phoenix, AZ 85044",Phoenix,AZ,33.333182,-111.983142,4.0,27,True,Chinese; Restaurants
3ic0B872Tql7dwO4YRTDCw,Charming Charlie,"2480 W Happy Valley Rd.
Suite 1215
Phoenix, AZ 85085",Phoenix,AZ,33.7129657,-112.1114135,4.5,15,True,Fashion; Shopping; Jewelry; Accessories
0EE3BohGb4lxWRnHLiqNnw,Lost Dog Wash Trail,"124th St & Via Linda
Scottsdale, AZ 85255",Scottsdale,AZ,33.5896225,-111.8134299,4.5,17,True,Active Life; Hiking
GhC1V0MRGoma3MP0Gn28Fw,Ruby's Diner,"3111 W Chandler Blvd Ste 2146
Chandler, AZ 85226",Chandler,AZ,33.305681,-111.897553,4.5,3,False,Restaurants
pvJuii1d2CTQd9BF3gT_Sg,College Times,"PO Box 25589
Tempe, AZ 85285",Tempe,AZ,33.3928523,-111.9360171,4.5,3,True,Print Media; Mass Media
-nPwp-pg-pTEO2nqo1h_lg,AMC Arrowhead 14,"7700 W. Arrowhead Tn. Ctr.
1079
Glendale, AZ 85308",Glendale,AZ,33.6424376443382,-112.225298881531,2.5,11,True,Arts & Entertainment; Cinema
reMYkuDhLk4raAviOFtvOQ,Lenny's Burger Shop,"13616 N 35th Ave
Ste 1
Phoenix, AZ 85029",Phoenix,AZ,33.597474,-112.119087,4.0,38,True,Burgers; Restaurants
MG1IbQUurcXn8NQgXGM34Q,Yee-haws,"4410 E University Dr
Mesa, AZ 85205",Mesa,AZ,33.423805,-111.735789,3.5,3,True,Delis; Restaurants
KqYY2rwD8ymjU9mVJwiuRQ,Panda Gourmet,"9020 N 19th Ave
Phoenix, AZ 85021",Phoenix,AZ,33.5682973,-112.0998396,3.5,3,True,Chinese; Restaurants
idpRaOujsEvnI-LzDSKa6g,Brass Armadillo Antique Mall,"13277 W McDowell Rd
Goodyear, AZ 85395",Goodyear,AZ,33.4618027,-112.3447338,4.5,5,True,Shopping; Antiques
vusJ2oza6-jzhzBTeae-OQ,Brake Masters,"2344 E Baseline Rd
Mesa, AZ 85204",Mesa,AZ,33.37947,-111.783074,4.0,6,True,Auto Repair; Automotive; Oil Change Stations
jvvh4Q00Hq2XyIcfmAAT2A,Five Guys Burger and Fries,"7014-590 E Camelback Rd
Scottsdale, AZ 85251",Scottsdale,AZ,33.503323,-111.9284569,3.5,52,True,Burgers; Restaurants
BF0XhsT8mEv6gpxru_8Syg,Fry's & Fry's Marketplace,"4315 W Bell Road
Glendale, AZ 85308",Glendale,AZ,33.6378053,-112.1528218,4.5,3,True,Food; Grocery
RtwOc-n_RkiUuDGaNfCsNw,Forefathers Gourmet Cheesesteaks & Fries,"8707 S Priest Dr
Ste 101
Tempe, AZ 85284",Tempe,AZ,33.3351559,-111.9631173,4.0,106,True,Cheesesteaks; Sandwiches; Restaurants
xWcTt1L4vQC_QkPfPBVlCw,Red Modern Furniture,"201 E Camelback Rd
Phoenix, AZ 85012",Phoenix,AZ,33.5090487,-112.0709232,3.5,20,True,Shopping; Home Services; Home & Garden; Lighting Fixtures & Equipment; Furniture Stores; Home Decor
ldsiFlvSxBhuZHZxvzWPYw,Loi Phat Oriental Food Grocery Store,"1702 W Camelback Rd
Phoenix, AZ 85015",Phoenix,AZ,33.5097112,-112.0962274,4.0,4,True,Food; Grocery
dLBqf9QayF9eSUzz6BvmSQ,My Sister's Attic,"2027 E Camelback Rd
Phoenix, AZ 85016",Phoenix,AZ,33.5092825,-112.0372641,3.0,6,True,"Used, Vintage & Consignment; Fashion; Shopping; Home & Garden; Furniture Stores"
LSxO2ko3_5KODWKZLEm8FQ,Tri-City East Veterinary Hospital,"4331 E Broadway Road
Mesa, AZ 85206",Mesa,AZ,33.4081936,-111.7371543,3.0,5,True,Veterinarians; Pets
Y1eMoHPnhwoOcYsKxGl74g,Loehmann's Inc,"3135 E Lincoln Dr
Phoenix, AZ 85016",Phoenix,AZ,33.5307752,-112.0148644,4.5,8,False,Women's Clothing; Fashion; Shopping; Accessories
0YCV8260mMgN0PxuzAtO3g,Subway,"144 N Central Ave
Phoenix, AZ 85004",Phoenix,AZ,33.4503008,-112.0740911,2.5,3,True,Fast Food; Sandwiches; Restaurants
Wc4-mBb_8CTF5KoU8Fariw,CrossFit Infernal,"2301 E Yeager Dr
Ste 3
Chandler, AZ 85286",Chandler,AZ,33.2805741,-111.8017218,5.0,3,True,Gyms; Weight Loss Centers; Health & Medical; Trainers; Fitness & Instruction; Active Life
p4O4b0oZiV5oDhIDrCrgcg,Churchill's Fine Cigars,"4705 E Carefree Hwy
Ste 116
Cave Creek, AZ 85331",Cave Creek,AZ,33.7977694,-111.9798909,4.5,3,True,Tobacco Shops; Shopping
rksEr9GshBvBkV4vAQbruQ,Fry's Food & Drug Stores & Fry's Marketplace,"855 W Warner Rd
Gilbert, AZ 85233",Gilbert,AZ,33.3340421,-111.8083119,3.5,4,True,Food; Grocery
NtizlEdtnJX0tteMdZ-6tw,Blimpie Subs & Salads,"4267 W Thunderbird Road
Phoenix, AZ 85053",Phoenix,AZ,33.6106566,-112.1505433,3.0,3,True,Restaurants
z1CjVXv6M6RbWhZO1lIExA,Lighting Unlimited,"15816 N Greenway Hayden Loop
Ste 100
Scottsdale, AZ 85260",Scottsdale,AZ,33.629381,-111.913695,3.5,3,True,Local Services; Discount Store; Shopping; Appliances & Repair; Office Equipment
HLQUH1VAw4KbSV-IhxOPEw,"The Ritz-Carlton, Phoenix","2401 East Camelback Road
Phoenix, AZ 85016",Phoenix,AZ,33.508954,-112.0293073,4.0,49,True,Hotels & Travel; Event Planning & Services; Hotels
WNy1uzcmm_UHmTyR--o5IA,Cornish Pasty Company,"960 W University Dr
Tempe, AZ 85281",Tempe,AZ,33.422728,-111.951494,4.5,580,True,Pubs; Bars; Nightlife; British; Restaurants
A0-0oO2I-L4QF9BMi9duuw,All Patio Doors & More,"Phoenix, AZ 85034",Phoenix,AZ,33.4382789,-112.0178286,5.0,5,True,Home Services; Contractors
woihBX8gAaEDL4nWtao9dg,Chuck E Cheese,"6773 W Bell Road
Glendale, AZ 85308",Glendale,AZ,33.6380899,-112.2051629,2.0,7,True,Arts & Entertainment; Pizza; Arcades; Restaurants
aK8BF1xuYZVzUgi3qAn3Ug,Smiles of Beauty-Surprise,"15033 W Bell Road
Surprise, AZ 85374",Surprise,AZ,33.6382509,-112.383586,2.0,4,True,Health & Medical; Dentists
jl_2Ui3vC81bIwOCCQZI1w,Blockbuster Video,"3141 S McClintock Dr Ste 1
Tempe, AZ 85282",Tempe,AZ,33.394763,-111.908919,2.5,4,True,"Videos & Video Game Rental; Books, Mags, Music & Video; Shopping"
ejx-rekLkZ2RkNgSejf0pA,Bank of America,"605 E Bell Road
Phoenix, AZ 85022",Phoenix,AZ,33.6402102,-112.0663313,2.5,4,True,Banks & Credit Unions; Financial Services; Mortgage Brokers; Home Services; Real Estate
aX2Js7hZBhBAzc8LeRs55w,Big O Tire Stores,"6195 W Bell Road
Glendale, AZ 85308",Glendale,AZ,33.6384243,-112.1925299,4.0,5,True,Tires; Automotive
5Rtgv0oDqmKkIayIrjEjqg,Sports Authority,"7360 W Bell Rd
Glendale, AZ 85308",Glendale,AZ,33.639331,-112.217652,4.0,4,True,Sporting Goods; Shopping
Xk41spRMMo2C7Nn8YQIL0g,Arizona Federal Credit Union,"3396 N Hayden
Scottsdale, AZ 85251",Scottsdale,AZ,33.487234,-111.909447,2.5,4,True,Banks & Credit Unions; Financial Services
0BpMvu5B9fY-KEbOuxLtFQ,Kampai,"2945 E Bell Rd
Ste 102
Phoenix, AZ 85032",Phoenix,AZ,33.639951900923,-112.019165147988,3.5,54,True,Japanese; Restaurants
bIOEv4Gc49SiFhYedmN7aA,Target,"21398 S Ellsworth Rd
Queen Creek, AZ 85242",Queen Creek,AZ,33.25480254189,-111.64149939723,4.0,4,True,Food; Department Stores; Grocery; Fashion; Shopping
jqZKv-7F54guDLalXEjHxg,Five Guys Burgers and Fries,"15435 N Scottsdale Rd
Ste 100
Scottsdale, AZ 85260",Scottsdale,AZ,33.6265775,-111.9254565,3.5,69,True,Burgers; Restaurants
dzSPa5kkpQIRjMOHvDUF_Q,Paradise Bakery & Cafe,"2370 W Happy Valley Rd
Phoenix, AZ 85085",Phoenix,AZ,33.7129653,-112.1117309,3.5,24,True,Bakeries; Food; Sandwiches; Restaurants
SJMjlvbGDUGO9Elpkl4kew,TJ Maxx,"15464 N Frank Lloyd Wright Blvd
Scottsdale, AZ 85260",Scottsdale,AZ,33.6285117246143,-111.889604330063,2.0,5,True,Department Stores; Fashion; Shopping
oD3K3aT52uNdLaYmGnRV8A,Papago Dog Park,"1000 N. College Ave.
Tempe, AZ 85281",Tempe,AZ,33.4394844,-111.9308428,2.5,8,True,Active Life; Dog Parks; Parks
rftGOyvbSAMOBTJWGhTLgA,Ellaments Salon & Boutique,"5030 W Baseline Rd
Ste 133
Laveen, AZ 85339",Laveen,AZ,33.3776437,-112.1666063,4.0,8,True,Hair Salons; Beauty & Spas
kIco4kv-FHT6QqdkDQ2cow,Sonic Drive-In,"2870 N Hayden Rd
Scottsdale, AZ 85257",Scottsdale,AZ,33.4796348,-111.9093213,3.5,13,True,American (Traditional); Fast Food; Restaurants
YXQzFolTvipDSpTlUTd6Eg,Guns Etc,"2156 N Alma School Rd
Ste 112
Chandler, AZ 85224",Chandler,AZ,33.337095,-111.85953,2.5,9,True,Shopping; Guns & Ammo
2qbajPD8M7PJlWWaHSRR5Q,Draft House On The Reef,"393 W Warner Rd
Chandler, AZ 85225",Chandler,AZ,33.3344463,-111.8463705,3.5,22,True,Dive Bars; Bars; American (Traditional); Nightlife; Restaurants
j559p_Yelp12W2W_gTvDaA,Arizona State Capitol,"1700 W Washington St
Phoenix, AZ 85007",Phoenix,AZ,33.447646,-112.0950937,2.5,3,True,Landmarks & Historical Buildings; Public Services & Government
tieXOBZlj01Hk_CR_sl0pg,Fry's Supermarket,"3616 E Ray Rd
Phoenix, AZ 85044",Phoenix,AZ,33.316848,-112.005508,3.5,3,True,Food; Grocery
_0Eql3UB3K5-6q4IHNBbWA,K-Bella Salon & Spa,"1339 E Chandler Blvd
Phoenix, AZ 85048",Phoenix,AZ,33.3052569,-112.0534109,4.0,3,True,Skin Care; Hair Salons; Hair Removal; Beauty & Spas
I98ESrTemwkaVIrN_USx4A,Healthy Outlook Family Medicine,"1835 W Missouri Ave
Phoenix, AZ 85015",Phoenix,AZ,33.516595,-112.098838,4.5,10,True,Doctors; Health & Medical; Family Practice
1XiG4o4edRcoBcIrP209yg,Old World Brewery,"334 N 25th Ave
Phoenix, AZ 85009",Phoenix,AZ,33.452284,-112.113567,3.5,15,True,Food; Breweries
AoO0FJyUm01lmIJJTcPWEQ,Giant Hamburgers,"2753 E Broadway
Ste 104
Mesa, AZ 85204",Mesa,AZ,33.4064076,-111.7716542,4.0,47,True,Burgers; Restaurants
2k1I66IxKL9vJnRQhXWkDQ,Hacker Accounting,"13201 N 35th Ave
Ste 3B
Phoenix, AZ 85029",Phoenix,AZ,33.597474,-112.119087,5.0,4,True,Accountants; Professional Services
LNUx60j6DQAxJuikUiZNvw,The Coffee Bean & Tea Leaf,"4513 N Scottsdale Rd
Scottsdale, AZ 85251",Scottsdale,AZ,33.5033716,-111.9256326,3.5,4,False,Food; Coffee & Tea
xKXahNKbBUZtOPWibwq94w,AZ Wine Company,"2515 N Scottsdale Rd
Scottsdale, AZ 85250",Scottsdale,AZ,33.475302,-111.925588,4.0,19,True,"Food; Wine Bars; Bars; Nightlife; Beer, Wine & Spirits"
1Nge1ObX93-y1AoXONt34A,Costco Wholesale,"1445 W Elliot Rd
Tempe, AZ 85284",Tempe,AZ,33.347289,-111.961862,5.0,3,True,Tires; Automotive; Auto Repair
BmElzV6FNKvt2R7rI_gfvQ,Goodwill Industries of AZ,"8921 N 7th St
Phoenix, AZ 85020",Phoenix,AZ,33.5667554,-112.0652303,3.5,3,True,"Used, Vintage & Consignment; Fashion; Shopping"
9W5zaqA_fdjTk127fioY0A,Bed Bath & Beyond,"837 N Dobson Rd
Mesa, AZ 85201",Mesa,AZ,33.430264,-111.873996,4.0,7,True,Department Stores; Fashion; Shopping; Home Decor; Home & Garden; Kitchen & Bath
eK6KGMKqU_4nB9RdayZD7Q,Tee Pee Tap Room,"602 E Lincoln St
Phoenix, AZ 85004",Phoenix,AZ,33.4423368,-112.0657857,3.0,17,True,Mexican; Restaurants
umdxfhSlk67yGEi8-S-bEg,Cold Beers & Cheeseburgers,"20831 N Scottsdale Rd
Ste 117
Scottsdale, AZ 85255",Scottsdale,AZ,33.6765685033475,-111.924676895142,3.0,70,True,Burgers; American (Traditional); Restaurants
aIpqc26pFPyEglBrs0k7EA,Sprint,"2502 E Camelback Road
Phoenix, AZ 85016",Phoenix,AZ,33.5102068,-112.0272041,3.0,4,True,Shopping; Mobile Phones
mG5WTamjKzje897WkCXiTA,Paperjoy,"4410 N 40th St
Phoenix, AZ 85018",Phoenix,AZ,33.5024095,-111.9955012,4.0,11,True,Cards & Stationery; Arts & Crafts; Flowers & Gifts; Shopping; Event Planning & Services
k_yGJN2ynaUkzLTEzBWyLA,EuroTechs,"1803 E Rio Salado Pkwy
Ste 104
Tempe, AZ 85281",Tempe,AZ,33.428722,-111.907821,5.0,6,True,Auto Repair; Automotive
ixxKknYQAGGpCE1LhmFg3A,Boot Barn,"1710 S Alma School Rd
Mesa, AZ 85210",Mesa,AZ,33.383482,-111.857962,5.0,4,True,Women's Clothing; Men's Clothing; Fashion; Shopping; Shoe Stores
5hGkW5VddU07sI8DPfi-Bw,Desert Oasis Floral,"13220 W Van Buren St Ste 108
Suite 108
Goodyear, AZ 85338",Goodyear,AZ,33.4502598,-112.3436915,2.5,4,True,Flowers & Gifts; Shopping; Florists
imSAkSzL5X1rUc3Z1ZMYeA,Community Florist,"550 W McDowell Rd
Phoenix, AZ 85003",Phoenix,AZ,33.4659933,-112.0822105,4.5,6,True,Flowers & Gifts; Shopping; Florists
YowLDN2YEKVJpHv0Loqm5A,Jody Maroni's Sausage Kingdom,"Sky Harbor Airport - Terminal 4
3400 Sky Harbor Blvd
Phoenix, AZ 85034",Phoenix,AZ,33.4382789,-112.0178286,2.5,18,True,Hot Dogs; Restaurants
l7WFICL6sLarCOHc0YFODQ,Baby Mother & More,"1235 S Gilbert Rd
Ste 8
Mesa, AZ 85204",Mesa,AZ,33.392567,-111.787043,5.0,4,True,Shopping; Baby Gear & Furniture
HQFscafV3wi5z4yOKdUGRg,5th Avenue Cafe,"501 W Thomas Rd
Phoenix, AZ 85013",Phoenix,AZ,33.480016,-112.080631,3.5,58,True,Breakfast & Brunch; Diners; Restaurants
JW1M3UOIopAA4C2y0Xt0wQ,Bonnie's Barkery,"29455 N Cave Creek Rd
Ste 108
Cave Creek, AZ 85331",Cave Creek,AZ,33.751685,-111.991308,4.0,6,True,Pets; Pet Stores
46Pklsv4V2dku7yY5rvhIw,"David T Madder, DMD","1757 E Baseline Rd
Ste 129
Gilbert, AZ 85233",Gilbert,AZ,33.37854,-111.793383,4.5,11,True,Health & Medical; Dentists; General Dentistry
-sC66z4SO3tR7nFCjfQwuQ,Gallo Blanco Cafe,"401 W Clarendon Ave
Phoenix, AZ 85013",Phoenix,AZ,33.49112,-112.079081,4.0,549,True,Mexican; Restaurants
hBodj_f6adUAnEVUb_he_A,Turk's Fish and Chips,"6607 S Central Ave
Phoenix, AZ 85042",Phoenix,AZ,33.386417,-112.073079,2.5,4,True,American (Traditional); Restaurants
fc7HNDbFpDlDWCGMh-c8lw,Banfield Pet Hospital,"13764 W. Bell Road
Surprise, AZ 85374",Surprise,AZ,33.640184,-112.354279,2.0,6,True,Veterinarians; Pets
1J1iid_qU__8_CxiS2Zw4Q,Souper Salad,"1457 W Southern Ave
Mesa, AZ 85202",Mesa,AZ,33.3925142,-111.862526,3.0,5,False,Buffets; Restaurants
Si4xIYKj7cbBou6Vkk0JJg,Danny's Barber Shop,"2637 W Bethany Home Rd
Phoenix, AZ 85073",Phoenix,AZ,33.5239202,-112.1163693,3.5,4,True,Barbers; Beauty & Spas
OiQd6wkxOFx9k_EmRaJYTA,Au Reve,"625 W Deer Valley Rd
Ste 105
Phoenix, AZ 85027",Phoenix,AZ,33.6835998,-112.0823333,4.5,8,True,Hair Salons; Beauty & Spas
6ZYt8IChJmH3Ra5IqnlivA,Port of Subs,"1342 W Warner Rd
Tempe, AZ 85281",Tempe,AZ,33.3345479,-111.9619158,2.5,9,True,Sandwiches; Restaurants
bFm1ZmXPg0CVsc97sej_tQ,FedEx Office Print & Ship Center,"4940 E Ray Rd
Phoenix, AZ 85044",Phoenix,AZ,33.3212765,-111.9777098,3.0,6,True,Local Services; Shipping Centers; Printing Services
y8a480EiwWikqlR1inkGxg,Sushi Time,"5136 S Rural Rd
Tempe, AZ 85282",Tempe,AZ,33.3792532,-111.9285013,3.5,28,True,Sushi Bars; Restaurants
JuQncODLNOhfSaa-5okpQQ,Jack's Automotive Service,"2623 E McDowell Rd
Phoenix, AZ 85008",Phoenix,AZ,33.465427,-112.024916,4.5,3,True,Auto Repair; Automotive; Tires
qgVS6sBe7JNEI8otg0Y3dg,Ub's Restaurant & Bar,"1911 W Broadway Rd
Ste 1
Mesa, AZ 85202",Mesa,AZ,33.407138,-111.872612,3.5,4,True,American (Traditional); Restaurants
2jCyo55dFgGzYpoIX8TwgA,Starbucks Coffee,"15029 N Thompson Peak Pkwy
Ste B111
Scottsdale, AZ 85260",Scottsdale,AZ,33.6226416,-111.8741292,4.0,13,True,Food; Coffee & Tea
hyff2JyqQgf85MaJZslHCg,Z'Tejas Southwestern Grill,"20 W 6th St
Tempe, AZ 85281",Tempe,AZ,33.4245625,-111.9409053,3.5,108,True,Tex-Mex; Restaurants
3g2ofV7mhEoPyfF7vFMObA,Mulligan's,"7318 E Stetson Dr
Scottsdale, AZ 85251",Scottsdale,AZ,33.499735,-111.9235067,3.0,32,False,Pubs; Bars; Sports Bars; Nightlife
pXE8u5EBP_v1HbPnr0U6xQ,Altered Tails,"950 W Hatcher Rd
Phoenix, AZ 85021",Phoenix,AZ,33.5712656,-112.0866535,4.0,7,True,Pet Services; Veterinarians; Pets
Sy-hmzSH1OmWpHmAfZtxRA,Trader Joe's,"4821 N 20th St
Phoenix, AZ 85016",Phoenix,AZ,33.5076745,-112.0388709,4.5,67,True,"Food; Beer, Wine & Spirits; Grocery"
5BPuQsM1_CwVu7KiqIjyGA,The Home Depot,"650 N 54th St
#0476
Chandler, AZ 85226",Chandler,AZ,33.3134804,-111.9703172,3.0,11,True,Building Supplies; Home Services
YPaxaQz2f5fyDYPnf5vlew,Southwest Naturopathic Medical Center,"2164 E Broadway Rd
Tempe, AZ 85282",Tempe,AZ,33.407927,-111.893417,3.5,6,True,Doctors; Health & Medical; Naturopathic/Holistic
9OjaTv86bO-YITbGhEq2XQ,Sky Nails & Spa,"2055 N Alma School Rd
Ste 16B
Chandler, AZ 85224",Chandler,AZ,33.336677,-111.856635,4.5,7,True,Eyelash Service; Nail Salons; Beauty & Spas
p2FoMPsKYDVkDrNv4mEESA,Family Vetcare of Chandler,"5995 W. Chandler Blvd.
Chandler, AZ 85226",Chandler,AZ,33.3037459,-111.945161,5.0,3,True,Veterinarians; Pets
qBc36uFI7orWS8NpYZCv_w,Matta's Grill and Cantina,"1033 N Dobson Rd
Suite 101
Mesa, AZ 85201",Mesa,AZ,33.4351659963261,-111.866054534912,3.5,30,True,Mexican; Restaurants
-NGrzJp0dX5pK3qdGSaspw,Cool Cuts 4 Kids,"756 S Gilbert Rd
Gilbert, AZ 85296",Gilbert,AZ,33.335942,-111.790625,4.5,9,True,Hair Salons; Beauty & Spas
OhCRdO-4v4zV90TMbR7Qfw,Koko FitClub of McCormick Ranch,"8240 N Hayden Rd
Ste B-100
Scottsdale, AZ 85258",Scottsdale,AZ,33.5563324,-111.8991423,5.0,5,True,Active Life; Gyms; Trainers; Fitness & Instruction
